,original_Tweets,Currency,len,ID,Date,Source,Likes,RTs
48,"RT @RealWillyBot: 🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨  5,450,000,000 #USDT (5,449,474,715 USD) transferred from Tether Treasury to #FTX",USDT,119,1382212138471608322,2021-04-14 06:00:28,Twitter for Android,0,2
49,"The tether line leading to Karl from outside the window whips tight and the harness jerks around his chest, as an awful sound of shearing metal cuts through the air.",USDT,165,1382212025108008961,2021-04-14 06:00:01,WTFBEFOREAFTER,0,0
50,@Ekateri97246677 @UncleJaysus @Tether_to Its called GDP ekaterina,USDT,65,1382211999430537219,2021-04-14 05:59:55,Twitter for Android,0,0
51,@NexoFinance any plans to support USDT Tether transfers using TRC-20 (TRX) like most exchanges over.  ERC/Ethereum  gas fees are a killer!,USDT,138,1382211814776311811,2021-04-14 05:59:11,Twitter for Android,0,0
52,"RT @RealWillyBot: 🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨  5,450,000,000 #USDT (5,449,474,715 USD) transferred from Tether Treasury to #FTX",USDT,119,1382211514120110081,2021-04-14 05:57:59,Twitter for iPhone,0,2
53,"RT @haydentiff: @noobudee @EsportsDealer @BennettTomlin @rohangrey @IGE “Needing local telephone access numbers, but spurned by regional ph…",USDT,140,1382211365230809088,2021-04-14 05:57:24,Twitter for iPhone,0,1
54,"@noobudee @EsportsDealer @BennettTomlin @rohangrey @IGE “Needing local telephone access numbers, but spurned by regional phone companies, Collins-Rector built a nationwide network by installing phone equipment in rented space in Payless Shoe Store locations around the country.”
#Tether #IGE #DEN #BTC 
https://t.co/Vb8zbxfeWu",USDT,326,1382211290920275968,2021-04-14 05:57:06,Twitter for iPhone,0,1
55,RT @nonsellcom: Singapore Crypto Exchange Bityard to Launch Its First Global Trading Contest - Singapore crypto exchange Bityard will launc…,USDT,140,1382210851206279173,2021-04-14 05:55:21,CryptoWatchr,0,1
56,"Singapore Crypto Exchange Bityard to Launch Its First Global Trading Contest - Singapore crypto exchange Bityard will launch its first trading contest before May 2021, with up to 60,000 Tether prize pool.. As... - https://t.co/6mgyhnkTwN https://t.co/W1MCbXxOMF",USDT,261,1382210671757037577,2021-04-14 05:54:39,NonSell Twitter,0,1
57,@Asclepius_2021 @Polkadot @Tether_to @kusamanetwork is this project alive now ?,USDT,79,1382210641566461953,2021-04-14 05:54:31,Twitter for Android,0,0
58,RT @ethplorer: #BNB hits a new all-time high above $600 and has also replaced Tether as the third-largest cryptocurrency by market cap 🚀 ht…,USDT,140,1382210613569593347,2021-04-14 05:54:25,Twitter Web App,0,2
59,"🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨 🚨  5,450,000,000 #USDT (5,449,474,715 USD) transferred from Tether Treasury to #FTX",USDT,101,1382210506061193218,2021-04-14 05:53:59,Twitter for iPhone,0,2
60,@justinsuntron @BitTorrent @Tether_to Scam coin btt and win all market coin is up now very much btc is up very much but btt and win is low in all market scam coin don't invest in this coin,USDT,188,1382210482992508929,2021-04-14 05:53:54,Twitter Web App,0,0
61,"Tether moving backword.... 

#xrp https://t.co/G33NDnPiJM",USDT,57,1382210418291068929,2021-04-14 05:53:38,Twitter Web App,0,0
62,"RT @usdcoinprinter: 🎾 TETHER PRINTER 🎾
Just printed $1,000,000,000 USDT!

Total Supply: $46,846,290,994",USDT,103,1382209865406353409,2021-04-14 05:51:26,Twitter Web App,0,211
63,@villi 1 billion out of over  1 trillion valuation.  That’s tiny. Try getting 25-50 billion out with all the tether funny money. The market would collapse.,USDT,155,1382209376765800450,2021-04-14 05:49:30,Twitter for iPhone,0,0
64,@knmjohansson @GoldTelegraph_ Well thanks for that then Tether! I owe the fellas over at USDT a few hundred thousand beers my dear sirs  😂,USDT,138,1382209337796431875,2021-04-14 05:49:20,Twitter Web App,0,0
65,"RT @iii_OIO_iii: So now if @bitfinex decides to list $UST and integrate @anchor_protocol  for the 20% fixed yield on stable coins, as their…",USDT,140,1382209114357387267,2021-04-14 05:48:27,Twitter for iPhone,0,25
66,"@coffeebreak_YT Keep on mind these are the EASILY proven lies.  The failure to get audits, the imaginary billions of deposits (you can track cash flow for their island bank), the unsigned attestations, the constantly changing description of what backs Tether.  The Panama papers revelations.",USDT,291,1382209079590944769,2021-04-14 05:48:19,Twitter for Android,0,0
67,"i have spent 4 hours attempting to make a grapple hook, i have a lame tether gun that some what resembles a grapple hook now, coding is pain.",USDT,141,1382208665478914053,2021-04-14 05:46:40,Twitter Web App,1,0
68,"@Stephen36463269 Reusables have always been the best option, imo. But, not all parents in the UK, have regular (if any), access to a washing machine. A true alternative has to factor in a solution to the age old, chained to a sink/nappy tether (rich vs poor) issue before it's truly sustainable.",USDT,295,1382208417838825473,2021-04-14 05:45:41,Twitter Web App,0,0
69,"@BennettTomlin Coinbase is having an IPO, and you're tweeting about Tether getting busted? You need to open your eyes, friend, it's not over until crypto causes the biggest inflation the world has seen.",USDT,202,1382207983904382976,2021-04-14 05:43:58,Twitter for Android,0,0
70,"PRESS RELEASE. Singapore crypto exchange Bityard will launch its first trading contest before May 2021, with up to 60,000 Tether prize pool. The contest registration for each team’s captain is now open.  ##Bitcoin ##BTC ##ETH ##Ethereum #cryptocurrency https://t.co/iUv2dStxTf",USDT,276,1382207976468049923,2021-04-14 05:43:56,Blog2Social APP,1,0
71,RT @knmjohansson: We all have a front row seat to the largest fraud in history as it continues to grow. Tether (USDT) and Bitfinex are the…,USDT,139,1382207699618779137,2021-04-14 05:42:50,Twitter Web App,0,20
72,"RT @justinsuntron: The circulation amount of #TRC20-#USDT issued by 
@Tether_to on #TRON network exceeded 21.9 Billion🎉🎉🎉🎊🎊🎊 https://t.co/m…",USDT,140,1382207294373556226,2021-04-14 05:41:13,Twitter for Android,0,214
73,@Bitfinexed Or printed Tether to pay the fine 😆,USDT,47,1382205424544358401,2021-04-14 05:33:48,Twitter Web App,0,0
74,@thisaeshaw Nytol is good for when you’re at the end of your tether and just need something to knock you out.,USDT,109,1382205404650823680,2021-04-14 05:33:43,Twitter Web App,1,0
75,"RT @justinsuntron: The circulation amount of #TRC20-#USDT issued by 
@Tether_to on #TRON network exceeded 21.9 Billion🎉🎉🎉🎊🎊🎊 https://t.co/m…",USDT,140,1382205398506209280,2021-04-14 05:33:41,Twitter Web App,0,214
76,@NexoFinance support sucks where my tether homeboy I been waitin 2 hrs,USDT,70,1382204782753017856,2021-04-14 05:31:14,Twitter for iPhone,2,0
77,@CryptoWhale U r the worst thing to ever happen in crypto.. serious bullshit.. is tether ur moms bitch.. tht u put so much allegations on them,USDT,142,1382204175593861127,2021-04-14 05:28:50,Twitter for Android,0,0
78,@StArnouldnagoya Tether😇,USDT,24,1382204115816648706,2021-04-14 05:28:35,Twitter Web App,1,0
79,RT @RetiredLikeWade: got testers. slidin everywhere cuz i’m off tether,USDT,70,1382203754796130306,2021-04-14 05:27:09,Twitter for iPhone,0,1
80,"RT @justinsuntron: The circulation amount of #TRC20-#USDT issued by 
@Tether_to on #TRON network exceeded 21.9 Billion🎉🎉🎉🎊🎊🎊 https://t.co/m…",USDT,140,1382203699234271233,2021-04-14 05:26:56,Twitter Web App,0,214
81,@wilbertolau BTC is just moving based on tether prints. It's all up to Tether to decide the price action on cryptos,USDT,115,1382203645542879232,2021-04-14 05:26:43,Twitter Web App,0,0
82,RT @RealWillyBot: @Crypto___bane Tether is the reason crypto is even relevant. They’ve been doing it since 2015,USDT,111,1382203305024176130,2021-04-14 05:25:22,CryptoWatchr,0,1
83,@Crypto___bane Tether is the reason crypto is even relevant. They’ve been doing it since 2015,USDT,93,1382203119199793154,2021-04-14 05:24:38,Twitter for iPhone,2,1
84,got testers. slidin everywhere cuz i’m off tether https://t.co/tLbQYpjCUw,USDT,73,1382203048806744076,2021-04-14 05:24:21,Twitter for iPhone,0,1
85,@RealWillyBot Tether premium has been negative 100 all week no wonder  the pump is In full flow,USDT,95,1382202847341727746,2021-04-14 05:23:33,Twitter for Android,0,0
86,"RT @CryptoWhale: @whale_alert Guys, don’t worry. 

It’s just institutions buying massive amounts of Bitcoin with Tether. 

You want Proof?…",USDT,139,1382201239602130945,2021-04-14 05:17:10,Twitter for iPhone,0,12
87,baby ive been there beforeeee i was at the point where all i really wanted was someone and now im still hanging onnnnn i was at the end of every tether waiting for what once was waiting forrr my looooovee......,USDT,210,1382201238247374850,2021-04-14 05:17:09,Twitter Web App,0,0
88,"RT @justinsuntron: The circulation amount of #TRC20-#USDT issued by 
@Tether_to on #TRON network exceeded 21.9 Billion🎉🎉🎉🎊🎊🎊 https://t.co/m…",USDT,140,1382200762382442500,2021-04-14 05:15:16,Twitter Web App,0,214
89,"@LoveBitcoinSV @mohrt Everything else is going up too, which is indicative of just another tether inflated pump.",USDT,112,1382199883256446976,2021-04-14 05:11:46,Twitter for Android,0,0
90,"RT @wearecryptoarmy: Could Tether’s USDT stablecoin take Bitcoin's crown?

#altcoins #coins #etf #blockchain #bitcoin #cryptocurrencies #do…",USDT,140,1382199811529601024,2021-04-14 05:11:29,Twitter Web App,0,3
91,Tether pumping once more https://t.co/xVFro0Q9qj,USDT,48,1382199577714032641,2021-04-14 05:10:34,Twitter for iPhone,3,0
92,"Could Tether’s USDT stablecoin take Bitcoin's crown?

#altcoins #coins #etf #blockchain #bitcoin #cryptocurrencies #dogecoins #xrp #eosio #xlm #cardano #dot #aave #eth #btc #BNB #celsiusnetwork #Tron #bch #LTC #ripple #ethereum #stellarlumens #polkadot  https://t.co/5hIIGT4DNG",USDT,277,1382199426395955200,2021-04-14 05:09:57,Twitter Web App,0,3
93,"RT @glassnodealerts: 📊 Daily On-Chain Exchange Flow

#Bitcoin $BTC
➡️  $3.3B in
⬅️  $3.0B out
📈 Net flow: +$234.3M

#Ethereum $ETH
➡️  $1.0…",USDT,140,1382198326943178756,2021-04-14 05:05:35,Twitter for Android,0,4
94,@wandstan @billielurks and a book is her only tether to sanity. relatable queen,USDT,79,1382198011787313154,2021-04-14 05:04:20,Twitter Web App,11,0
95,"PRESS RELEASE. Singapore crypto exchange Bityard will launch its first trading contest before May 2021, with up to 60,000 Tether prize pool. The contest re...Read more: https://t.co/g40bxJVJps",USDT,192,1382197991482798080,2021-04-14 05:04:15,webnowcompany,0,0
96,"RT @crypto_dolfin: 1/ #LUNAtic speculation thread ahead (*Not Financial Advice or Confirmed*):

We do know about the Teather/USDT legal iss…",USDT,140,1382197583427338245,2021-04-14 05:02:38,Twitter for iPhone,0,13
0,RT @flurbnb: 🔥 $300 to someone who retweets this and follows @ReChainFinance in 4 days 🔥 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rip…,XRP,140,1382228542902001665,2021-04-14 07:05:39,Twitter for Android,0,2530
1,RT @flurbnb: 🔥 $300 to someone who retweets this and follows @ReChainFinance in 4 days 🔥 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rip…,XRP,140,1382228519011385348,2021-04-14 07:05:34,Twitter for iPhone,0,2530
2,RT @flurbnb: 💯 $300 to someone who retweets this and follows @simple_wolf_ in 4 days 💯 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rippl…,XRP,140,1382228469162074113,2021-04-14 07:05:22,Twitter Web App,0,3601
3,"RT @robxrp1: XRPUSD Future price targets. Here is my chart for expected price targets. 
Low end prices were arrived at by using 2017 % incr…",XRP,140,1382228414816419840,2021-04-14 07:05:09,Twitter for Android,0,242
4,"RT @PeterVas6: BREAKING NEWS AGAIN!!!!!!!😎🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
#RELISTXRP #XRP #XRPCOMMUNITY #0DOUBT #RIPPLE",XRP,101,1382228394998398976,2021-04-14 07:05:04,Twitter for iPhone,0,3
5,"RT @PeterVas6: BREAKING NEWS AGAIN!!!!!!!😎🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
#RELISTXRP #XRP #XRPCOMMUNITY #0DOUBT #RIPPLE",XRP,101,1382228388904005636,2021-04-14 07:05:03,Twitter for Android,0,3
6,RT @flurbnb: 💯 $300 to someone who retweets this and follows @simple_wolf_ in 4 days 💯 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rippl…,XRP,140,1382228376199385090,2021-04-14 07:05:00,Twitter for Android,0,3601
7,"This is how you make a prediction. Predict, Explain and Result. Impressive. @PrecisionTrade3
#xrp #ripple #ripplexrp  #cryptocurrency https://t.co/thWwUJIHtc",XRP,157,1382228359187423232,2021-04-14 07:04:56,Twitter for Android,0,0
8,"@coinbase  $xlm $xrp  People won’t comprehend the importance of coin-base ipo , it’s going to send ripple affect to all of its coins 🙌🏼",XRP,135,1382228346382127107,2021-04-14 07:04:52,Twitter for iPhone,0,0
9,"BREAKING NEWS AGAIN!!!!!!!😎🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
#RELISTXRP #XRP #XRPCOMMUNITY #0DOUBT #RIPPLE https://t.co/EVktPgsNQb",XRP,110,1382228264723345409,2021-04-14 07:04:33,Twitter for Android,8,3
10,"RT @maxxrpbtc: #xrp $xrp 🚨XRP looking very strong. Price movement.  Volume. Global trading 💎🔥🔥🔥🔥

A lot of catch up to do still with normal…",XRP,140,1382228243080708096,2021-04-14 07:04:28,Twitter for iPhone,0,6
11,"There are multiple #Ethereum competitors like #BNB , however there is only one #xrp #Ripple ...  sooo, plz, #BNB let’s switch     Lol.",XRP,134,1382228226332712962,2021-04-14 07:04:24,Twitter for iPhone,1,0
12,RT @Blajzy: RT @flurbnb: 🔥 $300 to someone who retweets this and follows @ReChainFinance in 4 days 🔥 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Ripple #XRP #stellar #XLM #DeFi,XRP,179,1382228210205794304,2021-04-14 07:04:20,IFTTT,0,0
13,"RT @ThinkingCrypto1: Hey #XRPCommunity I've got 2 upcoming interviews you don't want to miss!

1) Stefan Thomas - Coil CEO &amp; Co-Creator of…",XRP,143,1382228174084440065,2021-04-14 07:04:11,Twitter for iPhone,0,74
14,"@kucoincom @ENQ_enecuum @Ripple @HavenXHV Still at the one that has been listed on KuCoin.
$NWC

Still looking forward to @EmperorBTC  call for the next another 6 months. Expecting 5x.

TA:
NWC is making a triangle formation. Looking for a breakout and another bullish move towards $1 https://t.co/HzYa29fFcY",XRP,308,1382228156183048197,2021-04-14 07:04:07,Twitter Web App,0,0
15,RT @flurbnb: 🔥 $300 to someone who retweets this and follows @ReChainFinance in 4 days 🔥 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rip…,XRP,140,1382228055943446528,2021-04-14 07:03:43,Twitter for iPhone,0,2530
16,"@big_BONGZ @djsbu Xrp is the cryptocurrency, ripple is the company and you can't invest in that yet ....I've been hodling since 2017",XRP,132,1382228049966604288,2021-04-14 07:03:42,Twitter for Android,1,0
17,"RT @CryptoNooblet: I'm more then 50% in fiat. When $xrp is at 2$ that is where I know something is not right. No hate for ripple, but ptsd…",XRP,139,1382228019868266502,2021-04-14 07:03:35,Twitter for Android,0,1
18,"RT @sentosumosaba: Richard Crook former Royal Bank of Scotland &amp; R3 Steering Committee, just completed the DASL Bridge with #XDC Trade Fina…",XRP,144,1382227998695333889,2021-04-14 07:03:30,Twitter Web App,0,27
19,RT @flurbnb: 💯 $300 to someone who retweets this and follows @simple_wolf_ in 4 days 💯 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rippl…,XRP,140,1382227911760023554,2021-04-14 07:03:09,Twitter Web App,0,3601
20,"ABC: U.S. intelligence community warns fallout from the COVID-19 pandemic will ""ripple through the world for years""—and is likely to escalate existing challenges posed by America’s adversaries. https://t.co/vrfFn8L7yV",XRP,217,1382227874397237249,2021-04-14 07:03:00,IFTTT,0,0
21,RT @Ticket2L: Ticket2Lambo - Brand New Ethereum Based Lottery Project https://t.co/1YSsMgKjss via @YouTube #Ticket2Lambo #T2L #Blockchainlo…,XRP,140,1382227789202427907,2021-04-14 07:02:40,Twitter Web App,0,1689
22,RT @digitalassetbuy: Exactly.  Withdraw the @ripple lawsuit.,XRP,60,1382227735720947712,2021-04-14 07:02:27,Twitter for iPhone,0,33
23,RT @flurbnb: 💯 $300 to someone who retweets this and follows @simple_wolf_ in 4 days 💯 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rippl…,XRP,140,1382227702061670400,2021-04-14 07:02:19,Twitter for iPhone,0,3601
24,RT @Ripple: Interoperability and differing infrastructures between countries create obstacles to the payments' journey. Download our Last-M…,XRP,140,1382227686324535301,2021-04-14 07:02:15,Twitter Web App,0,348
25,"RT @ABC: U.S. intelligence community warns fallout from the COVID-19 pandemic will ""ripple through the world for years""—and is likely to es…",XRP,140,1382227671271174147,2021-04-14 07:02:12,Twitter for Android,0,32
26,"RT @funkybadchad: Gary Gensler getting sworn in right now, @coinbase $COIN going public tomorrow, and David Schwartz telling us to take pro…",XRP,140,1382227606767013890,2021-04-14 07:01:56,Twitter for iPhone,0,21
27,RT @flurbnb: 🔥 $300 to someone who retweets this and follows @ReChainFinance in 4 days 🔥 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rip…,XRP,140,1382227569215344640,2021-04-14 07:01:47,Twitter for Android,0,2530
28,RT @flurbnb: 🔥 $300 to someone who retweets this and follows @ReChainFinance in 4 days 🔥 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rip…,XRP,140,1382227464634597376,2021-04-14 07:01:22,Twitter for Android,0,2530
29,"RT @stedas: Crypto exchanges - it's time to ➡️relist XRP 

@coinbase @BittrexExchange @Bitstamp
@OKCoin @BinanceUS @cryptocom @wirexapp
@Ne…",XRP,140,1382227451535896577,2021-04-14 07:01:19,Twitter for iPhone,0,80
30,Game changer for $XRP! 55 billion XRP now in escrow https://t.co/q64pOArJtG via @ripple,XRP,87,1382227415880114180,2021-04-14 07:01:11,Twitter Web App,3,0
31,RT @delx88: $XRP to 10$ 🦾🚀🔥 @Ripple,XRP,35,1382227385299402753,2021-04-14 07:01:03,Twitter for iPhone,0,1
32,"RT @GabrielsChrista: Open account with Binance 
https://t.co/OyzrX6GrLw
#crypto #bitcoin #cryptocurrency #blockchain #btc #ethereum #money…",XRP,139,1382227340650971139,2021-04-14 07:00:53,Twitter Web App,0,1
33,RT @Ticket2L: Ticket2Lambo - Brand New Ethereum Based Lottery Project https://t.co/1YSsMgKjss via @YouTube #Ticket2Lambo #T2L #Blockchainlo…,XRP,140,1382227300297494530,2021-04-14 07:00:43,Twitter for Android,0,1689
34,"Open account with Binance 
https://t.co/OyzrX6GrLw
#crypto #bitcoin #cryptocurrency #blockchain #btc #ethereum #money #forex #trading #entrepreneur #bitcoinmining #litecoin #bitcoins #investing #cryptocurrencies #news #eth #trader #investor #business #invest #success  #Ripple https://t.co/Xxi1gOZvRg",XRP,300,1382227299119030274,2021-04-14 07:00:43,Buffer,1,1
35,23.72% increase and that is without the law suit being settled. Ripple is going to hit very high soon #ripple,XRP,109,1382227275869995010,2021-04-14 07:00:37,Twitter Web App,0,0
36,RT @Railroadlion: Monster girl idea. Her name is Ripple https://t.co/NSOvh8J05Y,XRP,79,1382227206072528898,2021-04-14 07:00:21,Twitter Web App,0,32
37,"#Ripple doesn't use #blockchain but uses a distributed consensus #ledger using a network of validating servers and #crypto #tokens called $XRP 
(sometimes referred to as Ripples).

@Ripple 

#bitcoin #btc #crypto #iKing #blockchain #cryptocurrency #ShopWithCrypto #Decentralized https://t.co/94nM16aiG3",XRP,302,1382227178272792581,2021-04-14 07:00:14,Twitter Web App,1,0
38,"RT @mojo_ro: $fet is a beast. Don't sleep on this one.

$fet 🚀.  Working with:
👉 $ada #cardano @Cardano
👉 $xrp #ripple @Ripple
👉@block_one_…",XRP,140,1382227129581060099,2021-04-14 07:00:02,,0,2
39,"RT @mojo_ro: $fet is a beast. Don't sleep on this one.

$fet 🚀.  Working with:
👉 $ada #cardano @Cardano
👉 $xrp #ripple @Ripple
👉@block_one_…",XRP,140,1382227112417955840,2021-04-14 06:59:58,Twitter for iPhone,0,2
40,"RT @attorneyjeremy: My first video on the SEC v. Ripple lawsuit was titled ""XRP Is Not Dead."" I made the video Jan. 4 after reading and hea…",XRP,140,1382227092968939520,2021-04-14 06:59:54,Twitter for Android,0,487
41,RT @CDWGWAGov: How to Make Progress on Implementing IPv6 in Government #100daysofcode #twitch #youtube #btc #bitcoin #xrp #business #tech #…,XRP,140,1382227059125014530,2021-04-14 06:59:46,,0,6
42,RT @flurbnb: 🔥 $300 to someone who retweets this and follows @ReChainFinance in 4 days 🔥 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rip…,XRP,140,1382227013331656708,2021-04-14 06:59:35,Twitter for Android,0,2530
43,"RT @digitalassetbuy: XRP $10-$50 In Bull Market &amp; SEC Should Withdraw Ripple Lawsuit #xrp #xrpthestandard @ripple 
https://t.co/93UTXyUdT5",XRP,142,1382226989457801218,2021-04-14 06:59:29,Twitter Web App,0,132
44,RT @jungleincxrp: Ripple XRP: It Only Took 5 Days to Jump $1 Next Time it Won't Stop https://t.co/xwIWHceZkY via @YouTube,XRP,121,1382226983292182528,2021-04-14 06:59:28,Twitter for iPhone,0,10
45,"RT @ThinkingCrypto1: Coinbase Stock $250, Bitcoin $63,000+, XRP $1.80+ As Crypto Bull Run Heats Up!

WATCH &gt; https://t.co/IWe9qUKKVy

#coin…",XRP,143,1382226976807608325,2021-04-14 06:59:26,Twitter for iPhone,0,7
46,RT @Coining203: 20 XRP says @HesterPeirce will work for @Ripple once she is done at sec,XRP,87,1382226963859931136,2021-04-14 06:59:23,Twitter for iPhone,0,5
47,RT @Ticket2L: Ticket2Lambo - Brand New Ethereum Based Lottery Project https://t.co/1YSsMgKjss via @YouTube #Ticket2Lambo #T2L #Blockchainlo…,XRP,140,1382226963226521612,2021-04-14 06:59:23,Twitter Web App,0,1689
48,"I'm more then 50% in fiat. When $xrp is at 2$ that is where I know something is not right. No hate for ripple, but ptsd from 2018 is as real as it gets.",XRP,152,1382226934529208320,2021-04-14 06:59:16,Twitter for Android,1,1
49,RT @Ticket2L: Ticket2Lambo - Brand New Ethereum Based Lottery Project https://t.co/1YSsMgKjss via @YouTube #Ticket2Lambo #T2L #Blockchainlo…,XRP,140,1382226926123708417,2021-04-14 06:59:14,Twitter for Android,0,1689
50,RT @flurbnb: 🔥 $300 to someone who retweets this and follows @ReChainFinance in 4 days 🔥 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rip…,XRP,140,1382226872109391875,2021-04-14 06:59:01,Twitter for Android,0,2530
51,"i want all the sandwiches i buy to come with a handful of chips - kettle, ripple etc",XRP,84,1382226871320866818,2021-04-14 06:59:01,Twitter for iPhone,4,1
52,"Y’all keep quiet during sex ? 

How do you do doggy and keep quiet 😂😂

Y’all must be fucking dem girls with ass that doesn’t give you the ripple after hitting 
😂😂😂😂😂

@COLE_SULTAN_ 
@Sparnkie007 
Una dey keep quiet too ? https://t.co/D2WDa6y5QP",XRP,244,1382226847241547776,2021-04-14 06:58:55,Twitter for iPhone,0,0
53,"$xrp is one of my fav coins to trade 

#xrp #ripple #XRPCommunity #xrpthestandard 

After SEC suit vs the day SEC filed the suit against XRP

https://t.co/A8nrhLWVD2 https://t.co/t8x5dXapnU",XRP,189,1382226774831067137,2021-04-14 06:58:38,Twitter for Android,1,0
54,#Bitcoin Hits New High as #Crypto Acceptance Goes Global #disruption #blockchain #fintech #VC #payment #banking #startup #coinbase #XRP #ripple RT ⁦@Newsweek⁩  https://t.co/OSkTbcTZtP,XRP,183,1382226771047821312,2021-04-14 06:58:37,Twitter for iPhone,1,0
55,RT @flurbnb: 🔥 $300 to someone who retweets this and follows @ReChainFinance in 4 days 🔥 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rip…,XRP,140,1382226761635618819,2021-04-14 06:58:35,Twitter Web App,0,2530
56,"XRP Surges Past $1.85 As Ripple Executives File Motion to Dismiss SEC Lawsuit, New ATH Coming Soon? - CoinGape via BTCnews for iOS https://t.co/nhMJ888gAR",XRP,154,1382226754929106945,2021-04-14 06:58:33,BTCNewsApp,2,0
57,"Hi @elonmusk , please take XRP to Mars  🚀🚀🚀🤩 #XRP #XRPCommunity #Ripple #Coinbase",XRP,81,1382226743323336709,2021-04-14 06:58:30,Twitter for Android,4,0
58,The current crypto scenario reminds me of the crash that happened two years back. Déjà vu courtesy Ripple,XRP,105,1382226730132283395,2021-04-14 06:58:27,Twitter Web App,0,0
59,Ripple&gt;&gt;&gt;Dogecoin,XRP,26,1382226723777880066,2021-04-14 06:58:26,Twitter for iPad,0,0
60,"#XDC $XDC Thanks @sentosumosaba  Richard Crook former RBS &amp; R3 , just completed the DASL Bridge with #XDC Trade Finance &gt;Settlement&lt; Coin on Corda (able to settle 10,000X less than ETH) has said about Ripple Labs and #XRP ""We're standing on the shoulders of Giants""..",XRP,277,1382226711929094146,2021-04-14 06:58:23,Twitter for iPad,0,0
61,"RT @AndrewNation13: Ripple XRP ..
UNIMAGINABLE Price and News INCOMING!!
@ExtraVOD_ ... he's right! #XRPCommunity 
https://t.co/04zVSQAjNs",XRP,138,1382226646690787328,2021-04-14 06:58:07,Twitter Web App,0,3
62,RT @flurbnb: 🔥 $300 to someone who retweets this and follows @ReChainFinance in 4 days 🔥 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rip…,XRP,140,1382226643977048067,2021-04-14 06:58:07,Twitter for Android,0,2530
63,@pmarca @arrington @coinbase @brian_armstrong @FEhrsam @emiliemc Please do ask about relisting of xrp. I think ripple has already won the case. #RelistXRP,XRP,154,1382226632480493570,2021-04-14 06:58:04,Twitter for Android,0,0
64,"RT @luminusdesign: Won't be surprised, if there was a settlement between Ripple and SEC, while there is a big pull back In crypto Market, k…",XRP,140,1382226610904920064,2021-04-14 06:57:59,Twitter for Android,0,2
65,RT @Ripple: Not all digital payments using #blockchain are made equal. Do you know how much more efficient the energy consumption of #XRP i…,XRP,140,1382226597994971137,2021-04-14 06:57:56,Twitter Web App,0,408
66,"Pro News Today, XRP up 35% as Ripple Wins Another Legal Battle https://t.co/Dq95GeKtzZ",XRP,86,1382226594819829760,2021-04-14 06:57:55,,0,0
67,RT @flurbnb: 🔥 $300 to someone who retweets this and follows @ReChainFinance in 4 days 🔥 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rip…,XRP,140,1382226512573652992,2021-04-14 06:57:35,Twitter for Android,0,2530
68,"RT @BiyiToluwalase: This is probably my worst crypto decision, I exited my XRP position - 118 units of Ripple - in January when it was 147…",XRP,139,1382226496731947013,2021-04-14 06:57:32,Twitter for Android,0,1
69,"RT @mayor_capital: #MayorCapitalNews #CryptoNews #Ripple 
$XRP has increased by 30% from $1 on Apr 09 to $1.30 yesterday. This week has bee…",XRP,140,1382226487613349892,2021-04-14 06:57:29,Twitter Web App,0,24
70,RT @flurbnb: 💯 $300 to someone who retweets this and follows @simple_wolf_ in 4 days 💯 #giveaway #Bitcoin #Ethereum #BNB #TRX #money #Rippl…,XRP,140,1382226446672744449,2021-04-14 06:57:20,Twitter for iPhone,0,3601
71,"RT @FilanLaw: #XRPCommunity While we are waiting for the Individuals' Motions to Dismiss in #SEC v. #Ripple, attached is the Order and Fina…",XRP,140,1382226408597041153,2021-04-14 06:57:10,Twitter for iPhone,0,448
72,"sec xrp does not allow quickly and accepted, the usa will fall by the wayside and xrp will turn its back on the us ripple does not need vs to become nr 1 https://t.co/WjNhaIDcGl",XRP,177,1382226368696553475,2021-04-14 06:57:01,Twitter Web App,0,0
73,"RT @AndrewNation13: Ripple XRP ..
UNIMAGINABLE Price and News INCOMING!!
@ExtraVOD_ ... he's right! #XRPCommunity 
https://t.co/04zVSQAjNs",XRP,138,1382226349855756288,2021-04-14 06:56:56,Twitter for Android,0,3
